Topic,Group ID,Documents,Words
Topic 00,2007,0.036841622952171596,0.18420811476085797
Topic 00,2009,2.641412289816805E-4,0.0013207061449084024
Topic 00,2010,0.03554559242041995,0.17772796210209973
Topic 00,2012,2.715225349425681E-4,0.0013576126747128405
Topic 00,2013,0.0488527296766245,0.2700868339678424
Topic 01,2007,0.036841622952174725,0.18420811476087362
Topic 01,2009,2.641412289816509E-4,0.0013207061449082543
Topic 01,2010,0.03554559242041056,0.1777279621020528
Topic 01,2012,2.715225349425368E-4,0.001357612674712684
Topic 01,2013,0.048852729676629875,0.2700868339678727
Topic 02,2007,0.03684162295217488,0.1842081147608744
Topic 02,2009,2.6414122898164936E-4,0.001320706144908247
Topic 02,2010,0.03554559242041011,0.17772796210205055
Topic 02,2012,2.7152253494253515E-4,0.001357612674712676
Topic 02,2013,0.04885272967663015,0.2700868339678742
Topic 03,2007,0.03684162295217621,0.18420811476088106
Topic 03,2009,2.6414122898163673E-4,0.0013207061449081838
Topic 03,2010,0.03554559242040612,0.1777279621020306
Topic 03,2012,2.715225349425218E-4,0.0013576126747126091
Topic 03,2013,0.048852729676632435,0.2700868339678871
Topic 04,2007,0.036841622953467684,0.18420811476733842
Topic 04,2009,2.641412289693507E-4,0.0013207061448467533
Topic 04,2010,0.0355455924165185,0.1777279620825925
Topic 04,2012,2.715225349295147E-4,0.0013576126746475733
Topic 04,2013,0.048852729678864316,0.2700868339804481
Topic 05,2007,0.03684162295220005,0.18420811476100027
Topic 05,2009,2.641412289814103E-4,0.0013207061449070513
Topic 05,2010,0.03554559242033445,0.17772796210167224
Topic 05,2012,2.7152253494228205E-4,0.0013576126747114102
Topic 05,2013,0.04885272967667355,0.27008683396811844
Topic 06,2007,0.03684162295215688,0.18420811476078439
Topic 06,2009,2.6414122898182023E-4,0.001320706144909101
Topic 06,2010,0.035545592420464164,0.17772796210232084
Topic 06,2012,2.7152253494271605E-4,0.0013576126747135802
Topic 06,2013,0.04885272967659913,0.2700868339676996
Topic 07,2007,0.03684162295217619,0.18420811476088095
Topic 07,2009,2.641412289816371E-4,0.0013207061449081855
Topic 07,2010,0.03554559242040621,0.17772796210203107
Topic 07,2012,1.0006519327758143,5.0032596638790725
Topic 07,2013,0.04885272967663235,0.2700868339678866
Topic 08,2007,0.03684162295217037,0.18420811476085183
Topic 08,2009,2.6414122898169224E-4,0.0013207061449084614
Topic 08,2010,0.03554559242042366,0.1777279621021183
Topic 08,2012,2.715225349425806E-4,0.001357612674712903
Topic 08,2013,0.04885272967662237,0.2700868339678304
Topic 09,2007,0.03684162295216732,0.1842081147608366
Topic 09,2009,2.6414122898172124E-4,0.001320706144908606
Topic 09,2010,0.035545592420432835,0.17772796210216418
Topic 09,2012,2.7152253494261126E-4,0.0013576126747130563
Topic 09,2013,0.04885272967661709,0.27008683396780075
Topic 10,2007,0.03684162295217535,0.18420811476087676
Topic 10,2009,2.641412289816447E-4,0.0013207061449082237
Topic 10,2010,0.035545592420408605,0.17772796210204303
Topic 10,2012,2.715225349425302E-4,0.0013576126747126512
Topic 10,2013,0.04885272967663102,0.27008683396787914
Topic 11,2007,0.0368416229521692,0.184208114760846
Topic 11,2009,2.641412289817033E-4,0.0013207061449085167
Topic 11,2010,0.035545592420427166,0.17772796210213582
Topic 11,2012,2.7152253494259224E-4,0.0013576126747129615
Topic 11,2013,0.04885272967662037,0.2700868339678191
Topic 12,2007,0.036841622952174725,0.18420811476087362
Topic 12,2009,2.641412289816509E-4,0.0013207061449082543
Topic 12,2010,0.03554559242041056,0.1777279621020528
Topic 12,2012,2.715225349425368E-4,0.001357612674712684
Topic 12,2013,0.048852729676629875,0.2700868339678727
Topic 13,2007,0.03684162295217495,0.18420811476087473
Topic 13,2009,2.6414122898164876E-4,0.0013207061449082439
Topic 13,2010,0.03554559242040989,0.17772796210204944
Topic 13,2012,2.7152253494253456E-4,0.0013576126747126727
Topic 13,2013,0.04885272967663026,0.2700868339678748
Topic 14,2007,0.0024646235661712275,0.012323117830856137
Topic 14,2009,9.13295620585973E-5,4.566478102929865E-4
Topic 14,2010,0.002375542933997751,0.011877714669988756
Topic 14,2012,8.566183790401712E-5,4.283091895200856E-4
Topic 14,2013,0.3483332555248596,1.8543177141706342
Topic 15,2007,0.036841622952443906,0.18420811476221954
Topic 15,2009,2.6414122897909205E-4,0.00132070614489546
Topic 15,2010,0.035545592419600924,0.17772796209800462
Topic 15,2012,2.7152253493982785E-4,0.001357612674699139
Topic 15,2013,0.04885272967709452,0.2700868339704876
Topic 16,2007,0.03684162295217411,0.18420811476087054
Topic 16,2009,2.6414122898165646E-4,0.0013207061449082825
Topic 16,2010,0.035545592420412365,0.17772796210206182
Topic 16,2012,2.715225349425427E-4,0.0013576126747127134
Topic 16,2013,0.048852729676628875,0.270086833967867
Topic 17,2007,0.03684162295217486,0.1842081147608743
Topic 17,2009,1.0008271004737446,5.004135502368723
Topic 17,2010,0.03554559242041017,0.17772796210205086
Topic 17,2012,2.715225349425354E-4,0.0013576126747126772
Topic 17,2013,0.048852729676630124,0.27008683396787403
Topic 18,2007,0.002460738691481589,0.012303693457407946
Topic 18,2009,9.112817572887421E-5,4.556408786443711E-4
Topic 18,2010,0.002371783141687601,0.011858915708438006
Topic 18,2012,7.990848795954332E-5,3.995424397977166E-4
Topic 18,2013,0.3316215226657411,1.8479487184923387
Topic 19,2007,0.03684162295215133,0.18420811476075663
Topic 19,2009,2.641412289818728E-4,0.0013207061449093643
Topic 19,2010,0.035545592420480825,0.17772796210240413
Topic 19,2012,2.715225349427717E-4,0.0013576126747138588
Topic 19,2013,1.0492492796046569,5.2720695836079825
Topic 20,2007,3.5081803267802454E-4,0.0017540901633901226
