Topic,Group ID,Documents,Words
Topic 00,1997,0.07540992241888413,0.4338080211205402
Topic 00,1998,2.2524335411196232,14.610755596315384
Topic 00,1999,1.4089098131214208,7.876316862238715
Topic 00,2000,0.009417698976296624,0.04532256312136124
Topic 00,2001,3.6145445610689624,22.236154029674893
Topic 00,2002,2.6734522320260945,16.739544721949517
Topic 00,2003,1.9418761097912354,11.085088720872259
Topic 00,2004,1.3262657579482846,7.381929526052871
Topic 00,2005,1.5085559262551633,10.77141646675871
Topic 00,2006,1.5921926379714972,12.472590989594924
Topic 00,2007,3.4002597713107683,20.356190376140706
Topic 00,2008,1.3717024874487604,8.928813785253151
Topic 00,2009,4.456156799856997,27.229381273794917
Topic 00,2010,5.845450799115688,35.378036902436335
Topic 00,2011,3.6962264158285905,21.469794970521978
Topic 00,2012,4.7570158011678245,32.434034826148974
Topic 00,2013,5.598266504927048,37.249229263631705
Topic 00,2014,0.5214256943544494,2.6131246330446323
Topic 01,1997,0.2064646137301799,1.0376179711984637
Topic 01,1998,5.938323684187163,34.89596156955348
Topic 01,1999,3.036131075737378,18.19355459179514
Topic 01,2000,2.2542385914903877,16.36646192815011
Topic 01,2001,1.2462260795238271,6.586628327946729
Topic 01,2002,0.8928625185041221,6.7571794278290245
Topic 01,2003,3.9076809321253054,24.519527569753027
Topic 01,2004,1.428638230015653,11.703496972399265
Topic 01,2005,1.8378536399864223,15.888547127738255
Topic 01,2006,0.6619892616820696,5.122377774378433
Topic 01,2007,2.806916042085494,20.280072503849386
Topic 01,2008,2.0052477917697757,17.337713939793197
Topic 01,2009,2.5007118345224457,15.581344889577132
Topic 01,2010,3.94889211766586,25.808668992265304
Topic 01,2011,1.0191595506790112,6.885610083540076
Topic 01,2012,6.579174208342164,41.18734706495125
Topic 01,2013,5.592508215784571,41.779662567900004
Topic 01,2014,2.985569083495159,21.905408447964312
Topic 02,1997,1.3133909783517552,7.8640237965529645
Topic 02,1998,0.9325418577960818,4.875917169614046
Topic 02,1999,3.396910184470108,17.427680986680947
Topic 02,2000,1.4170861672158959,7.505796772460487
Topic 02,2001,4.714373193438019,32.70196484575009
Topic 02,2002,1.2656059495025596,7.820237566774473
Topic 02,2003,2.1093557277652213,12.113911018706002
Topic 02,2004,1.3559844985377827,9.175224765941289
Topic 02,2005,2.452674305163325,22.188888910852206
Topic 02,2006,3.976513375472732,28.87184872461801
Topic 02,2007,2.770892929301443,17.36722434362863
Topic 02,2008,1.7929209389348753,12.491639374110896
Topic 02,2009,3.8274293812835785,22.64677438450946
Topic 02,2010,1.58532849898131,10.882207726675459
Topic 02,2011,2.030515161097615,15.193923114270216
Topic 02,2012,2.2656054797337517,14.214966878873152
Topic 02,2013,2.0429942474904434,15.185151071614921
Topic 02,2014,0.9862899536189418,4.917536123787156
Topic 03,1997,2.6069020282713833,17.56784788592842
Topic 03,1998,4.135551226851509,26.823477432422916
Topic 03,1999,1.4353384295236717,8.282593059291159
Topic 03,2000,3.5901311679206396,25.71500146510172
Topic 03,2001,1.7661384058589036,12.698458145032381
Topic 03,2002,1.0974672447898488,10.011360237691234
Topic 03,2003,1.9904236476398722,9.955181860575582
Topic 03,2004,1.8857238253996007,12.021186857530648
Topic 03,2005,4.285510701370867,26.937866654729866
Topic 03,2006,1.956155335777492,10.317575608268651
Topic 03,2007,3.8824409018576143,27.281035720337176
Topic 03,2008,7.1042733807483875,46.87699319324929
Topic 03,2009,4.902718077849964,28.8482107824039
Topic 03,2010,3.567648781357669,28.3316412749334
Topic 03,2011,5.254153558662906,30.97411980089331
Topic 03,2012,3.692022761987899,22.44720741227759
Topic 03,2013,1.9543437498395364,13.12278037657704
Topic 03,2014,0.8221359194554405,5.805894048441334
Topic 04,1997,2.978314729016148,16.7069707065337
Topic 04,1998,3.9040828458444756,26.156839494951264
Topic 04,1999,1.4513948181507477,8.714652582982055
Topic 04,2000,-0.006299007338340956,-0.029911829494082602
Topic 04,2001,3.7601654436023906,21.29045052124991
Topic 04,2002,5.2294314981074,32.92199897873256
Topic 04,2003,8.700020351676057,54.47384886507979
Topic 04,2004,3.2577973191757224,20.78148377346117
Topic 04,2005,3.4368927599063017,27.33579640295902
Topic 04,2006,3.4018145353378046,21.069230271342303
Topic 04,2007,0.9080481802805417,6.5837906422392525
Topic 04,2008,2.6665054462570583,16.96298799387487
Topic 04,2009,2.053632666581245,15.146101252411427
Topic 04,2010,1.4754579647296358,11.229588617851025
Topic 04,2011,2.3803277754223027,16.359348482509347
Topic 04,2012,3.369341991171273,22.53483410549047
Topic 04,2013,-0.3898754543579649,-0.9575101387198717
Topic 04,2014,0.1494770203466732,1.0474005353666753
Topic 05,1997,0.4182341022502481,2.137493512589508
Topic 05,1998,2.418708789650344,17.0256893860894
Topic 05,1999,2.4055462546461994,14.84863672739506
Topic 05,2000,0.5074631415811813,3.0730542899374567
Topic 05,2001,1.6290764032093654,11.21245939444586
Topic 05,2002,3.0402368336745687,21.673995117898897
Topic 05,2003,2.7967818682355525,16.534335118915223
Topic 05,2004,1.6274857528265367,13.638499593066355
Topic 05,2005,3.974894492981206,28.65122885453269
Topic 05,2006,2.9749134024808956,21.427620500467995
Topic 05,2007,1.6905428214200482,12.203873120689831
Topic 05,2008,2.026692816732092,14.353085217456133
Topic 05,2009,3.282870609712835,18.9800312282378
Topic 05,2010,3.889221397499001,23.503442280321437
Topic 05,2011,2.403411047901749,13.200581638637955
Topic 05,2012,6.9999680010502345,46.8769467446391
Topic 05,2013,0.7584903600293625,4.96915347778193
Topic 05,2014,1.5348538527038031,10.066493412469269
Topic 06,1997,0.6135193733341705,3.6794908491242113
Topic 06,1998,1.4707202996741477,9.60378941662572
Topic 06,1999,1.4794829056330228,8.276765644547398
Topic 06,2000,1.783259662401691,9.56063636632572
Topic 06,2001,2.2108302932382733,14.840866206332787
Topic 06,2002,2.236414917547063,14.352203335753828
Topic 06,2003,4.869994921948279,28.423760048486198
Topic 06,2004,5.7428511860958755,32.09825593619372
Topic 06,2005,3.376804544487742,19.252938890058065
Topic 06,2006,4.313709014904878,24.00004676730405
Topic 06,2007,2.5504098594260136,16.114252571749024
Topic 06,2008,3.867630419482516,23.00251658996714
Topic 06,2009,4.711872555352522,33.91180980263504
