Topic,Group ID,Documents,Words
Topic 00,1984,0.009080599287977175,0.050530015414980395
Topic 00,1986,-0.0010303263577033576,-0.005151631788516789
Topic 00,1991,0.3508496462730452,1.7542482313652261
Topic 00,1993,1.0013014139615133,6.00780848376908
Topic 00,1994,0.0016380621774059708,0.008173780045916726
Topic 00,1995,0.27446580323793174,1.921319460724113
Topic 00,1997,0.0028773031902230707,0.017263819141338423
Topic 00,1999,-3.6777549487110425E-5,-2.231880570014909E-4
Topic 00,2000,0.006342835716500531,0.03168724485586486
Topic 00,2007,0.005989492331116092,0.03134571039359264
Topic 00,2008,0.0016705016565656055,0.008352508282828028
Topic 00,2009,0.004123016390590655,0.022435174197916463
Topic 00,2010,0.004879627997600482,0.02725512578400307
Topic 00,2012,0.0018571264524045832,0.009285632262022916
Topic 01,1984,0.12009074110796142,0.684659934149802
Topic 01,1986,-1.0643280836602947E-4,-5.321640418301473E-4
Topic 01,1991,0.003373373070118564,0.01686686535059282
Topic 01,1993,-6.431151123167272E-5,-3.858690673900363E-4
Topic 01,1994,0.0037754993672362933,0.0188529725087621
Topic 01,1995,0.003657090651569068,0.025838326679506324
Topic 01,1997,0.041143289218684986,0.24685973531210992
Topic 01,1999,-8.975442225958768E-5,-5.348069537945228E-4
Topic 01,2000,0.04855222381273836,0.2427132683462915
Topic 01,2007,0.018208354712473077,0.09429528881825021
Topic 01,2008,0.003844894479763944,0.01922447239881972
Topic 01,2009,0.016106969389002437,0.08412205941508986
Topic 01,2010,0.04632578270651868,0.2709617986143041
Topic 01,2012,0.0035455828343683637,0.01772791417184182
Topic 02,1984,0.008398731328598055,0.04652666866152333
Topic 02,1986,-2.92536656346342E-5,-1.46268328173171E-4
Topic 02,1991,0.0015964345449437669,0.007982172724718834
Topic 02,1993,-1.818290797028242E-5,-1.0909744782169451E-4
Topic 02,1994,0.0016705634872709082,0.008338275729771295
Topic 02,1995,0.0012484953003447311,0.008796208163468955
Topic 02,1997,0.002790298509323319,0.01674179105593991
Topic 02,1999,-1.4928203187447467E-4,-8.00769447545332E-4
Topic 02,2000,0.005147828492655112,0.025712970545837745
Topic 02,2007,0.49200146380203097,2.4613493315875115
Topic 02,2008,0.0017828066533055755,0.008914033266527878
Topic 02,2009,0.20313042164589534,1.4159285241920319
Topic 02,2010,0.004817968337885819,0.02676695596236567
Topic 02,2012,0.0018885819856176793,0.009442909928088397
Topic 03,1984,0.00712266821431045,0.039426074170125364
Topic 03,1986,-3.9068855873761546E-4,-0.001953442793688077
Topic 03,1991,0.0013129950738799683,0.006564975369399841
Topic 03,1993,-1.6512501668542452E-5,-9.907501001125472E-5
Topic 03,1994,0.0014095024116523285,0.007034073132598733
Topic 03,1995,0.0011015368924546225,0.007762427340998086
Topic 03,1997,0.0022715721686072626,0.013629433011643575
Topic 03,1999,1.0016970872846607,7.011903941443678
Topic 03,2000,0.005103446144581972,0.025493219767562608
Topic 03,2007,0.004977987330146937,0.026089194731006803
Topic 03,2008,0.0014361408244498064,0.007180704122249032
Topic 03,2009,0.0031634070263351754,0.017212269618314822
Topic 03,2010,0.870795724565957,4.356235668613653
Topic 03,2012,0.0016328422835157359,0.00816421141757868
Topic 04,1984,0.1200907410778806,0.6846599340508172
Topic 04,1986,-1.064328083195808E-4,-5.32164041597904E-4
Topic 04,1991,0.0033733730701337797,0.0168668653506689
Topic 04,1993,-6.431151120723801E-5,-3.858690672434281E-4
Topic 04,1994,0.003775499367263146,0.018852972508896306
Topic 04,1995,0.0036570906516336195,0.025838326680017856
Topic 04,1997,0.041143289225742743,0.24685973535445646
Topic 04,1999,1.001687061968811,5.008349275001553
Topic 04,2000,0.048552223815129525,0.2427132683582472
Topic 04,2007,0.018208354712597994,0.09429528881889035
