Topic,Group ID,Documents,Words
Topic 00,2012,0.03333333333333333,0.16666666666666666
Topic 01,2012,0.03333333333333333,0.16666666666666666
Topic 02,2012,0.03333333333333334,0.16666666666666669
Topic 03,2012,0.03333333333333333,0.16666666666666666
Topic 04,2012,0.03333333333333333,0.16666666666666666
Topic 05,2012,0.03333333333333333,0.16666666666666666
Topic 06,2012,0.03333333333333333,0.16666666666666666
Topic 07,2012,0.03333333333333333,0.16666666666666666
Topic 08,2012,0.03333333333333333,0.16666666666666666
Topic 09,2012,0.03333333333333333,0.16666666666666666
Topic 10,2012,0.03333333333333333,0.16666666666666666
Topic 11,2012,0.03333333333333333,0.16666666666666666
Topic 12,2012,0.03333333333333333,0.16666666666666666
Topic 13,2012,0.03333333333333333,0.16666666666666666
Topic 14,2012,0.03333333333333333,0.16666666666666666
Topic 15,2012,0.03333333333333334,0.16666666666666669
Topic 16,2012,0.03333333333333333,0.16666666666666666
Topic 17,2012,0.03333333333333333,0.16666666666666666
Topic 18,2012,0.03333333333333333,0.16666666666666666
Topic 19,2012,0.03333333333333333,0.16666666666666666
Topic 20,2012,0.03333333333333333,0.16666666666666666
Topic 21,2012,0.03333333333333333,0.16666666666666666
Topic 22,2012,0.03333333333333333,0.16666666666666666
Topic 23,2012,0.03333333333333333,0.16666666666666666
Topic 24,2012,0.03333333333333333,0.16666666666666666
Topic 25,2012,0.03333333333333333,0.16666666666666666
Topic 26,2012,0.03333333333333333,0.16666666666666666
Topic 27,2012,0.03333333333333333,0.16666666666666666
Topic 28,2012,0.03333333333333333,0.16666666666666666
Topic 29,2012,0.03333333333333333,0.16666666666666666
