Topic,Group ID,Documents,Words
Topic 00,2010,0.03333333333333333,0.16666666666666666
Topic 01,2010,0.03333333333333333,0.16666666666666666
Topic 02,2010,0.03333333333333332,0.1666666666666666
Topic 03,2010,0.03333333333333333,0.16666666666666666
Topic 04,2010,0.03333333333333333,0.16666666666666666
Topic 05,2010,0.03333333333333333,0.16666666666666666
Topic 06,2010,0.03333333333333333,0.16666666666666666
Topic 07,2010,0.03333333333333333,0.16666666666666666
Topic 08,2010,0.03333333333333333,0.16666666666666666
Topic 09,2010,0.03333333333333333,0.16666666666666666
Topic 10,2010,0.03333333333333333,0.16666666666666666
Topic 11,2010,0.03333333333333333,0.16666666666666666
Topic 12,2010,0.033333333333333326,0.16666666666666663
Topic 13,2010,0.03333333333333333,0.16666666666666666
Topic 14,2010,0.03333333333333333,0.16666666666666666
Topic 15,2010,0.033333333333333326,0.16666666666666663
Topic 16,2010,0.03333333333333333,0.16666666666666666
Topic 17,2010,0.03333333333333333,0.16666666666666666
Topic 18,2010,0.03333333333333333,0.16666666666666666
Topic 19,2010,0.03333333333333333,0.16666666666666666
Topic 20,2010,0.03333333333333333,0.16666666666666666
Topic 21,2010,0.03333333333333333,0.16666666666666666
Topic 22,2010,0.03333333333333333,0.16666666666666666
Topic 23,2010,0.03333333333333333,0.16666666666666666
Topic 24,2010,0.03333333333333333,0.16666666666666666
Topic 25,2010,0.033333333333333326,0.16666666666666663
Topic 26,2010,0.03333333333333331,0.16666666666666657
Topic 27,2010,0.03333333333333333,0.16666666666666666
Topic 28,2010,0.03333333333333333,0.16666666666666666
Topic 29,2010,0.033333333333333326,0.16666666666666663
